fold,noise_std,auc
2,0.0,0.6231778425655977
2,0.05,0.620262390670554
2,0.1,0.615706997084548
2,0.15,0.6166180758017492
2,0.2,0.6150692419825073
2,0.25,0.6184402332361516
2,0.3,0.610969387755102
