fold,noise_std,auc
1,0.0,0.539723032069971
1,0.05,0.5386297376093294
1,0.1,0.5384475218658892
1,0.15,0.5388119533527697
1,0.2,0.5395408163265306
1,0.25,0.5318877551020408
1,0.3,0.5213192419825072
