roi_idx,roi_name,mlp,cheb,gt,gcn,top_expert
0,Precentral_L,0.23212320205508447,0.25352475412037906,0.26806591344731195,0.24628613797985777,gt
1,Precentral_R,0.23613168147145486,0.2504626450185873,0.26554385952803555,0.2478618200640289,gt
2,Frontal_Sup_L,0.22980989774270932,0.2469668275847727,0.2623036182960685,0.2609196607859767,gt
3,Frontal_Sup_R,0.2627198776724387,0.2533690245175848,0.24496412702969142,0.2389469779267603,mlp
4,Frontal_Sup_Orb_L,0.2349345922774198,0.22861616541536486,0.2535153951267807,0.28293384459553933,gcn
5,Frontal_Sup_Orb_R,0.26655211451710487,0.23606810247411533,0.24738395153259746,0.24999584409655357,mlp
6,Frontal_Mid_L,0.24126390261309488,0.25892170868357833,0.26191451522160547,0.23789988503772386,gt
7,Frontal_Mid_R,0.2653842388975377,0.2582393974369886,0.24295826180248845,0.2334181003424586,mlp
8,Frontal_Mid_Orb_L,0.23800822849176367,0.24626930787855264,0.2528833914168027,0.26283907799088224,gcn
9,Frontal_Mid_Orb_R,0.26065927166111613,0.24720950637544906,0.2485700086975584,0.2435612105289284,mlp
10,Frontal_Inf_Oper_L,0.25088145887973357,0.2545982892720067,0.25112934030440387,0.24339092233959508,cheb
11,Frontal_Inf_Oper_R,0.2468889957788039,0.2501368049760254,0.2552588194304583,0.24771537890239637,gt
12,Frontal_Inf_Tri_L,0.25105462223291397,0.2557808381258225,0.2499130836554936,0.2432514675417725,cheb
13,Frontal_Inf_Tri_R,0.25790500093479546,0.25320069111731586,0.24780470756243686,0.24108959795260915,mlp
14,Frontal_Inf_Orb_L,0.22475482036872785,0.23796103377731478,0.2734280049192662,0.26385613546079517,gt
15,Frontal_Inf_Orb_R,0.23139886406003213,0.235538583781038,0.2804956399664587,0.2525669100637339,gt
16,Rolandic_Oper_L,0.22723099467705707,0.2429069672920266,0.28143920460525823,0.24842283889955405,gt
17,Rolandic_Oper_R,0.23697382546201043,0.2418709471821785,0.2649554427789182,0.2561997800153129,gt
18,Supp_Motor_Area_L,0.23355369984495397,0.25304583992276874,0.2676118546906783,0.2457886161852856,gt
19,Supp_Motor_Area_R,0.23959457752655963,0.25118836106694475,0.26451957028131096,0.24469749948808125,gt
20,Olfactory_L,0.2395594700866816,0.22254394526992524,0.2586665895520424,0.27922999798035136,gcn
21,Olfactory_R,0.24041847732602334,0.22201642835018587,0.26260161810383503,0.2749634765240611,gcn
22,Frontal_Sup_Medial_L,0.2274286531063975,0.23861877741862317,0.2670865898229638,0.2668659769150676,gt
23,Frontal_Sup_Medial_R,0.24849194987696044,0.2431413271293348,0.2479769332068307,0.26038979678129665,gcn
24,Frontal_Mid_Orb_L,0.2340126939269961,0.22412667271434045,0.25660822829421687,0.28525239959055065,gcn
25,Frontal_Mid_Orb_R,0.24015490026498326,0.22358373248455476,0.2580942508517479,0.27816711153302875,gcn
26,Rectus_L,0.23076636435426012,0.22422987161850444,0.25805465937877187,0.28694910510462157,gcn
27,Rectus_R,0.23859945289334472,0.21954951359301197,0.25823352364253027,0.2836175095670077,gcn
28,Insula_L,0.2458702167686151,0.23982001187241808,0.26911138864804285,0.2451983877286619,gt
29,Insula_R,0.24750853831670722,0.23868082980720365,0.26871800726773787,0.2450926319068792,gt
30,Cingulum_Ant_L,0.2346774446112769,0.2352611296335045,0.2733462005853653,0.25671522319316864,gt
31,Cingulum_Ant_R,0.2574646097360825,0.23989685487990475,0.25823463438724986,0.24440391893897737,gt
