fold,noise_std,auc
5,0.0,0.6354933726067746
5,0.05,0.6356774668630338
5,0.1,0.6297864506627393
5,0.15,0.6270250368188512
5,0.2,0.6235272459499264
5,0.25,0.6176362297496318
5,0.3,0.6198453608247423
