fold,noise_std,auc
3,0.0,0.6465014577259475
3,0.05,0.6459548104956269
3,0.1,0.6457725947521866
3,0.15,0.6514212827988338
3,0.2,0.6479591836734694
3,0.25,0.6497813411078717
3,0.3,0.661807580174927
