fold,noise_std,auc
3,0.0,0.6495991253644314
3,0.05,0.6521501457725948
3,0.1,0.649234693877551
3,0.15,0.653972303206997
3,0.2,0.6638119533527697
3,0.25,0.6760204081632654
3,0.3,0.6703717201166182
