noise_std,mean,std
0.0,0.6422888927294039,0.0183628368386819
0.05,0.6403728096540531,0.016549394477552215
0.1,0.640292503231042,0.016564281745413856
0.15,0.6416055836915031,0.018392103362588133
0.2,0.643608313170629,0.013959951232465347
0.25,0.6407738721409034,0.01304959089340045
0.3,0.6441824336509272,0.01620835453295799
