fold,noise_std,auc
1,0.0,0.6656341107871719
1,0.05,0.6603498542274052
1,0.1,0.6587099125364432
1,0.15,0.6610787172011663
1,0.2,0.658618804664723
1,0.25,0.6541545189504373
1,0.3,0.647776967930029
