roi_idx,roi_name,mlp,cheb,gt,gcn,top_expert
0,Precentral_L,0.17930815107636638,0.111266865455485,0.4077181978659196,0.3017067853119466,gt
1,Precentral_R,0.11357938614371535,0.1723361314310656,0.400450199842453,0.3136342870337622,gt
2,Frontal_Sup_L,0.19354199801946614,0.09829911560594261,0.3507742194773315,0.35738466738106367,gcn
3,Frontal_Sup_R,0.26075448608630664,0.021643895510729257,0.3821963660128705,0.33540524987431314,gt
4,Frontal_Sup_Orb_L,0.07772785454214394,0.1937222158560505,0.36600487843736423,0.3625450538737433,gt
5,Frontal_Sup_Orb_R,0.1652775409740287,0.09933029569975742,0.39342335988948873,0.3419688009209447,gt
6,Frontal_Mid_L,0.2744719788625643,0.027559184989371856,0.36278876507437074,0.3351800755246893,gt
7,Frontal_Mid_R,0.25966086374087766,0.01517093578329334,0.4036581309197785,0.32151007478113297,gt
8,Frontal_Mid_Orb_L,0.18522395696732905,0.08178557949019717,0.38583551734298854,0.3471549437804656,gt
9,Frontal_Mid_Orb_R,0.18510385863966755,0.07339631398389866,0.4087087314624291,0.33279109349498504,gt
10,Frontal_Inf_Oper_L,0.1885494240499162,0.08071895446870234,0.42053233609571083,0.3101992831601725,gt
11,Frontal_Inf_Oper_R,0.09512841014505981,0.16218212982276817,0.42341101982376794,0.319278436628255,gt
12,Frontal_Inf_Tri_L,0.2249733903384828,0.04523017644495159,0.41697001244340626,0.3128264259982419,gt
13,Frontal_Inf_Tri_R,0.1646920485155923,0.09142154019761395,0.4250672591197026,0.3188191572954128,gt
14,Frontal_Inf_Orb_L,0.13528886311627053,0.14493044185173976,0.3971662163347393,0.32261447840696805,gt
15,Frontal_Inf_Orb_R,0.11872191582020226,0.15586608532187227,0.39942844289463836,0.3259835581887852,gt
16,Rolandic_Oper_L,0.10748683787011482,0.20706898264296644,0.3962616165737053,0.28918256523547237,gt
17,Rolandic_Oper_R,0.02895923074963805,0.2755567700444878,0.39203822264423616,0.30344577917417925,gt
18,Supp_Motor_Area_L,0.16744834116914056,0.1412348106697008,0.39517942903103764,0.2961374210653367,gt
19,Supp_Motor_Area_R,0.20580704113492718,0.10067618860826864,0.39219366536512,0.30132310131153506,gt
20,Olfactory_L,0.06572276827963916,0.2087174793342491,0.3624745648015629,0.36308518574609383,gcn
21,Olfactory_R,0.07537570005500471,0.1922459386579402,0.37387130573972477,0.3585070569019813,gt
22,Frontal_Sup_Medial_L,0.1623023421346367,0.11716580768297245,0.355151953054713,0.3653798923863993,gcn
23,Frontal_Sup_Medial_R,0.19090193045603765,0.0785927888634917,0.37165851774927855,0.35884676389879994,gt
24,Frontal_Mid_Orb_L,0.0768887261291603,0.18637726078559827,0.35680685821291686,0.3799271579686697,gcn
25,Frontal_Mid_Orb_R,0.1265047805069329,0.13341988303831645,0.35668852209270774,0.3833868135879566,gcn
26,Rectus_L,0.04731186111639073,0.2273420730194488,0.3667652336033908,0.35858083467978935,gt
27,Rectus_R,0.05857623852305598,0.20865420929410242,0.3693292750553651,0.3634402761598686,gt
28,Insula_L,0.13402505102869752,0.1540156841858641,0.39754497095361935,0.31441429392857984,gt
29,Insula_R,0.0809114214468312,0.20538630588101103,0.4022252851879442,0.31147699232225295,gt
30,Cingulum_Ant_L,0.14860657621900758,0.1247635493417839,0.35349800137730386,0.3731318749003596,gcn
31,Cingulum_Ant_R,0.16214677643079262,0.10342104113721229,0.36755517241242647,0.3668770081811137,gt
32,Cingulum_Mid_L,0.14993032406676898,0.13790649717504327,0.3661782404819092,0.34598493479289016,gt
33,Cingulum_Mid_R,0.1743683097037402,0.1034561265985687,0.37089950639706154,0.35127605904232373,gt
34,Cingulum_Post_L,0.0907059603116729,0.1835212248873401,0.33206291109710545,0.3937098979949951,gcn
35,Cingulum_Post_R,0.0928970594684799,0.1784128276752187,0.3335200557848076,0.3951700534913447,gcn
36,Hippocampus_L,0.01300876694066184,0.29984536089680414,0.3563354276604467,0.3308104481789973,gt
37,Hippocampus_R,0.016179172249583453,0.2882210123655084,0.3669774178173635,0.3286223973740231,gt
38,ParaHippocampal_L,0.025906322741663303,0.27253025063833636,0.3645961172394938,0.33696731402502433,gt
39,ParaHippocampal_R,0.009254534910251569,0.284600059900965,0.3730841133888666,0.3330612919934384,gt
40,Amygdala_L,0.01359356939792633,0.28608747300776566,0.384766874568803,0.31555208128381085,gt
41,Amygdala_R,0.014893377756143545,0.27772705218234617,0.4006873338253467,0.3066922372037714,gt
42,Calcarine_L,0.09072050152273921,0.17590305751020258,0.37341551811664137,0.3599609244953502,gt
43,Calcarine_R,0.0940358681338174,0.17211590707302094,0.380084365606308,0.35376386015446154,gt
44,Cuneus_L,0.12425152580072353,0.13932605503828493,0.37649788349479824,0.35992453276336966,gt
45,Cuneus_R,0.12002763858476242,0.1430219066413966,0.3840005620346441,0.3529498964161068,gt
46,Lingual_L,0.051781819335051944,0.21882443100988092,0.3749420784123532,0.35445167046862763,gt
47,Lingual_R,0.041622631735615916,0.23329112262694868,0.3752703049353191,0.3498159387669006,gt
48,Occipital_Sup_L,0.11475732525834789,0.1504330468642247,0.39391748084650413,0.3408921511916371,gt
49,Occipital_Sup_R,0.10018555103958428,0.16137483754715362,0.4054029510392771,0.3330366609545497,gt
50,Occipital_Mid_L,0.08582715951390081,0.1839688898294003,0.40338223650083915,0.3268217130914911,gt
51,Occipital_Mid_R,0.07197191082424932,0.19016722222040225,0.41015230003115416,0.3277085651825001,gt
52,Occipital_Inf_L,0.06637163818269581,0.20927814655489735,0.4004153738935272,0.32393484398142086,gt
53,Occipital_Inf_R,0.06463626878602165,0.20780093348645545,0.40217500944416246,0.32538778538053686,gt
54,Fusiform_L,0.016805043468227636,0.2769623413294941,0.39204908559074647,0.3141835269022298,gt
55,Fusiform_R,0.017821044310346826,0.2641504341131681,0.40584574136641116,0.312182779242466,gt
56,Postcentral_L,0.1398465758213749,0.15275189996539773,0.3948052620345896,0.3125962611142691,gt
57,Postcentral_R,0.10796468453360843,0.17733241617679596,0.40216980506847433,0.31253309489844683,gt
58,Parietal_Sup_L,0.07319188205065666,0.20291931743358638,0.40511274105542666,0.31877605791215774,gt
59,Parietal_Sup_R,0.049406419520254256,0.22076237559705586,0.4102172000067575,0.3196140080690384,gt
60,Parietal_Inf_L,0.1841322918023382,0.08279452947053043,0.42391176986229884,0.3091614101227228,gt
61,Parietal_Inf_R,0.1544315084427982,0.10508598077606846,0.4208313048659981,0.31965120136737823,gt
62,SupraMarginal_L,0.09289592175514667,0.20141502314960802,0.4023133543404666,0.30337571014057507,gt
63,SupraMarginal_R,0.08337945926499057,0.19331646913831885,0.41237192571937265,0.31093214510323164,gt
64,Angular_L,0.12349901580578321,0.15386213991162065,0.3626775228744977,0.35996132160162,gt
65,Angular_R,0.15217905220660297,0.1140597052388377,0.37179497426206415,0.361966268389256,gt
66,Precuneus_L,0.07009810344739394,0.2146084453765448,0.3687369285465835,0.3465565191460894,gt
67,Precuneus_R,0.08076982742006128,0.19677310824007183,0.3766196904244361,0.34583737323810526,gt
68,Paracentral_Lobule_L,0.1594059250571511,0.15271798550308524,0.3797059105588244,0.30817018149348047,gt
69,Paracentral_Lobule_R,0.14738602897563538,0.15872875417207744,0.3826052072373303,0.3112800079700235,gt
70,Caudate_L,0.1987857852469791,0.08280891170362373,0.3673181456404847,0.35108715431256726,gt
71,Caudate_R,0.19153460550617862,0.08614843387108345,0.38011071647142436,0.34220624240961944,gt
72,Putamen_L,0.056521470380293856,0.22451072418457502,0.39940609366862806,0.31956171563693453,gt
73,Putamen_R,0.045994177073627324,0.2410097907889973,0.4040900882962462,0.30890594693747436,gt
74,Pallidum_L,0.061490498483181,0.21512981581610519,0.3904034483742404,0.3329762371329518,gt
75,Pallidum_R,0.03560060775512225,0.23872144423521957,0.40673135298413116,0.3189465931870721,gt
76,Thalamus_L,0.0725007565184073,0.22690279249634063,0.3538664211700489,0.34673003136337577,gt
77,Thalamus_R,0.033677421800501935,0.2653058002908508,0.3628640803810838,0.33815270004334386,gt
78,Heschl_L,0.043377576420059454,0.26777792712310694,0.40014529712014385,0.28869920727107434,gt
79,Heschl_R,0.0428995153346619,0.26991350213428594,0.40104227058299174,0.2861447110772133,gt
80,Temporal_Sup_L,0.057677259402615685,0.26425756020592406,0.4020565893355902,0.2760085966679957,gt
81,Temporal_Sup_R,0.054193077923415545,0.25457975848928677,0.41244466641506594,0.27878249455969056,gt
82,Temporal_Pole_Sup_L,0.06455638056451624,0.22073022179402313,0.3951034228523056,0.3196099766276099,gt
83,Temporal_Pole_Sup_R,0.04041353148686421,0.2464641531953564,0.3996158795697348,0.3135064317808523,gt
84,Temporal_Mid_L,0.023527941243215042,0.28606929988056035,0.38225500517851346,0.3081477585357505,gt
85,Temporal_Mid_R,0.03656787783294529,0.2512041295503641,0.3853111501250948,0.32691683842764274,gt
86,Temporal_Pole_Mid_L,0.044112693179737435,0.2457321650022036,0.3889503542866026,0.3212047935306252,gt
87,Temporal_Pole_Mid_R,0.026300657201897015,0.25119095614978243,0.3936165559601474,0.32889183330071436,gt
88,Temporal_Inf_L,0.03636369486520817,0.2577721065321526,0.4022051047582131,0.3036590946185124,gt
89,Temporal_Inf_R,0.04081939934910118,0.23550545956407273,0.4080782875225141,0.31559685201613935,gt
90,Cerebelum_Crus1_L,0.054555692262463755,0.22511904009363867,0.3954709199341861,0.32485434432308397,gt
91,Cerebelum_Crus1_R,0.061724655813985056,0.22114416086054467,0.3907054155677944,0.3264257660159817,gt
92,Cerebelum_Crus2_L,0.10202404305145338,0.17228169294146747,0.3881235449732124,0.33757071913062753,gt
93,Cerebelum_Crus2_R,0.08425813052174333,0.19568502332095977,0.3870380764657801,0.33301877317490514,gt
94,Cerebelum_3_L,0.03964381993978054,0.26566426959130673,0.37503661524939846,0.3196552965741653,gt
95,Cerebelum_3_R,0.04069271267621548,0.25055145791598726,0.37554362416267395,0.33321220340666835,gt
96,Cerebelum_4_5_L,0.008765362880446693,0.2987560449869602,0.35850967486183366,0.3339689209476694,gt
97,Cerebelum_4_5_R,0.006368249558009111,0.29306803556618755,0.3777383703303027,0.32282535015762626,gt
98,Cerebelum_6_L,0.019393395777646597,0.2777072491196843,0.3790404740479085,0.3238588799903919,gt
99,Cerebelum_6_R,0.024448973308135936,0.2672776859495547,0.3877517439715274,0.32052159464204466,gt
100,Cerebelum_7b_L,0.07427706569433212,0.20077767823036616,0.39788073610949826,0.3270645213204545,gt
101,Cerebelum_7b_R,0.08996293200300885,0.187956872505027,0.39456418640427776,0.32751600734599223,gt
102,Cerebelum_8_L,0.04431560771031813,0.24319552359255878,0.39506383956252755,0.3174250331017878,gt
103,Cerebelum_8_R,0.06157702284973937,0.22866010791682578,0.39426297084851697,0.31549989906224335,gt
104,Cerebelum_9_L,0.1165909238836982,0.16901231315228846,0.38006744407988213,0.33432932314160585,gt
105,Cerebelum_9_R,0.07755575706432392,0.2187394376892548,0.380267702720382,0.32343710184871377,gt
106,Cerebelum_10_L,0.09441139016832624,0.19534893982209167,0.3872553239782135,0.3229843461281293,gt
107,Cerebelum_10_R,0.04926203655732143,0.2484765268571965,0.39155008034272626,0.31071135885529705,gt
108,Vermis_1_2,0.08245431544718804,0.21738158708268945,0.38259328205090065,0.3175708134840061,gt
109,Vermis_3,0.02577267683945693,0.2698974874499556,0.3600221982637009,0.3443076409302749,gt
110,Vermis_4_5,0.018500403343857108,0.2715147752072904,0.3530161856830894,0.35696863663661016,gcn
111,Vermis_6,0.037188684882281664,0.2592456325308069,0.36497213197992995,0.3385935507037423,gt
112,Vermis_7,0.05386886029661476,0.2399869638604003,0.38120190973405715,0.3249422702696416,gt
113,Vermis_8,0.040175142419802676,0.2683349403661567,0.3900837416385675,0.30140617934914377,gt
114,Vermis_9,0.04668167775327509,0.2612291740906703,0.38999554959984567,0.30209359816916576,gt
115,Vermis_10,0.17433292292929314,0.12983262906600904,0.3832961781458421,0.312538273826048,gt
