fold,noise_std,auc
4,0.0,0.6362297496318114
4,0.05,0.6369661266568484
4,0.1,0.6354933726067746
4,0.15,0.6345729013254786
4,0.2,0.6338365243004418
4,0.25,0.6347569955817378
4,0.3,0.6406480117820323
