fold,noise_std,auc
5,0.0,0.640279823269514
5,0.05,0.6434094256259205
5,0.1,0.6404639175257733
5,0.15,0.6421207658321061
5,0.2,0.6373343151693668
5,0.25,0.624079528718704
5,0.3,0.6393593519882179
