fold,noise_std,auc
4,0.0,0.6343888070692194
4,0.05,0.6332842415316642
4,0.1,0.6375184094256259
4,0.15,0.6343888070692194
4,0.2,0.6426730486008837
4,0.25,0.6297864506627393
4,0.3,0.6445139911634757
