noise_std,mean,std
0.0,0.6121824374079529,0.04949594636378129
0.05,0.6120021001773317,0.05061885080689515
0.1,0.6097206463586907,0.049468131288607664
0.15,0.6109938084217486,0.0504809443286249
0.2,0.6130646339905623,0.05296707174144669
0.25,0.6152763480207989,0.06064377975965156
0.3,0.6108270904090649,0.06441150377851425
