roi_idx,roi_name,mlp,cheb,gt,gcn,top_expert
0,Precentral_L,0.21825587095654742,0.2039614404950823,0.32985564883874385,0.2479270673832115,gt
1,Precentral_R,0.20408664278838098,0.21914340342794145,0.32436068386447675,0.25240929303120596,gt
2,Frontal_Sup_L,0.2216951392438947,0.2071588994288931,0.2829978250119151,0.2881481591231969,gcn
3,Frontal_Sup_R,0.23054282914619056,0.18130588303415143,0.31283839776807904,0.27531291042663614,gt
4,Frontal_Sup_Orb_L,0.18812063351577643,0.2129784272033341,0.2993208759901475,0.2995800860986418,gcn
5,Frontal_Sup_Orb_R,0.20402364387195937,0.19554540955898714,0.3188292207766552,0.2816017464715607,gt
6,Frontal_Mid_L,0.24328255501328683,0.18783827369310419,0.2969193923838285,0.2719597983725217,gt
7,Frontal_Mid_R,0.22457451130054434,0.17721111494667677,0.3328912565294577,0.26532314094353693,gt
8,Frontal_Mid_Orb_L,0.20877728139867588,0.18981429767243715,0.3165852467016298,0.28482320448573756,gt
9,Frontal_Mid_Orb_R,0.20540123052743017,0.1868142193677474,0.3337266685403123,0.2740579078696212,gt
10,Frontal_Inf_Oper_L,0.20765886547005907,0.1946320539834548,0.34315942136608824,0.25454967773082304,gt
11,Frontal_Inf_Oper_R,0.18478981907270392,0.20344196776954496,0.3489989057487371,0.26276932702380784,gt
12,Frontal_Inf_Tri_L,0.21364950236617303,0.1869918035001171,0.3424307849942421,0.25692793483636817,gt
13,Frontal_Inf_Tri_R,0.20169095938303033,0.18848351297938093,0.3478965975192128,0.26192895307832836,gt
14,Frontal_Inf_Orb_L,0.20567175867606183,0.21112397161065316,0.32154132243321865,0.2616629671989655,gt
15,Frontal_Inf_Orb_R,0.20195745159776843,0.20821134198685082,0.32328757643699646,0.26654366297381266,gt
16,Rolandic_Oper_L,0.20405335344222128,0.23415911927515146,0.32044605120104186,0.24134149508816855,gt
17,Rolandic_Oper_R,0.1786241856764774,0.25044075810179417,0.32289066332943583,0.2480444155481397,gt
18,Supp_Motor_Area_L,0.21948730869560826,0.21499134432904574,0.32038968892730013,0.24513167963952434,gt
19,Supp_Motor_Area_R,0.22512982375159554,0.21119302845731072,0.316262810510032,0.24741435917664548,gt
20,Olfactory_L,0.18747703791881093,0.2147818215343417,0.29604457957404,0.30169658788612913,gcn
21,Olfactory_R,0.18779717796311088,0.21017123895640277,0.3054554529336034,0.2965761511301508,gt
22,Frontal_Sup_Medial_L,0.21020334016303627,0.20453773241262047,0.28829492202826906,0.2969640268355,gcn
23,Frontal_Sup_Medial_R,0.21059349528989013,0.1930098796681482,0.3023976343018668,0.2939990138521,gt
24,Frontal_Mid_Orb_L,0.18798815413397185,0.2066291640607678,0.2915245093861405,0.3138581976598623,gcn
25,Frontal_Mid_Orb_R,0.195619776084715,0.19637586480500746,0.29126081889381217,0.3167435639366812,gcn
26,Rectus_L,0.18077983631163227,0.21989789194598489,0.30096651111938516,0.2983557813021602,gt
27,Rectus_R,0.18347195414256076,0.21201616480034224,0.3025437754635908,0.30196813053014326,gt
28,Insula_L,0.20384677681995897,0.21912310287660483,0.32240889267045625,0.2546212475518791,gt
29,Insula_R,0.1929080063591198,0.2277431748047167,0.3267331752850085,0.25261566620700215,gt
30,Cingulum_Ant_L,0.20587071016126748,0.20128026118083875,0.286686262305902,0.3061627912886289,gcn
31,Cingulum_Ant_R,0.20333343120862027,0.19491597614726242,0.29859577910024293,0.3031548392407748,gcn
32,Cingulum_Mid_L,0.20733781250155703,0.21469008436008374,0.29661883535433786,0.2813532910480791,gt
33,Cingulum_Mid_R,0.20962210638182505,0.20396586644406223,0.3001394420862198,0.28627261108889873,gt
34,Cingulum_Post_L,0.19477133407276503,0.21310350618192128,0.2691684120467731,0.3229567730913357,gcn
35,Cingulum_Post_R,0.19364035631320914,0.21231925305055113,0.2719083762898737,0.3221320345693705,gcn
36,Hippocampus_L,0.16784486341841368,0.25388022025628965,0.29575441382369216,0.282520522724609,gt
37,Hippocampus_R,0.16964709545884812,0.24972012958356313,0.30367126513500603,0.27696153369485116,gt
38,ParaHippocampal_L,0.16895828715392522,0.24352117962374978,0.3018209332106065,0.28569961506493236,gt
39,ParaHippocampal_R,0.16126295574465577,0.24357548508108878,0.3098805160546789,0.285281062430265,gt
40,Amygdala_L,0.16837679001749778,0.24813353224676482,0.31823895902049787,0.26525073909029667,gt
41,Amygdala_R,0.1674164977608895,0.24214419083935873,0.3324122377196137,0.2580270969441959,gt
42,Calcarine_L,0.1843167065965886,0.2110237255692482,0.30678371446473257,0.29787587541706706,gt
43,Calcarine_R,0.18878004076529523,0.2086928879119912,0.31043458593134976,0.2920925088074742,gt
44,Cuneus_L,0.1932034015047307,0.2040499681416823,0.3071504165323413,0.29559623845377747,gt
45,Cuneus_R,0.19150052402092485,0.2046947512699633,0.3135047250864457,0.29030002866472515,gt
46,Lingual_L,0.17561810585309048,0.21939132575477874,0.30869513141865634,0.29629545598005763,gt
47,Lingual_R,0.17318624258041382,0.2246233449906719,0.31023040505088106,0.291960032922881,gt
48,Occipital_Sup_L,0.19484157616994818,0.20470272521583402,0.3220168561959753,0.2784388667466689,gt
49,Occipital_Sup_R,0.1879967639640886,0.20541756478499393,0.33295578616006033,0.27362991215623156,gt
50,Occipital_Mid_L,0.18544228116468509,0.2129595045532499,0.3319648601570908,0.26963338514371793,gt
51,Occipital_Mid_R,0.1806691843940287,0.20916729967813102,0.33898642841650517,0.2711771087987082,gt
52,Occipital_Inf_L,0.18205299456508792,0.2198446123879783,0.32956342824867796,0.2685389821322597,gt
53,Occipital_Inf_R,0.18353840708732605,0.21731689602744822,0.33013892112946025,0.26900579613082265,gt
54,Fusiform_L,0.1653733414654829,0.24065944871732167,0.3280992015283935,0.26586802699127976,gt
55,Fusiform_R,0.16510741336613285,0.2324717431044092,0.34064224909762947,0.2617786211930976,gt
56,Postcentral_L,0.20880152467562227,0.21962487317469656,0.3199048915079662,0.25166873557835207,gt
57,Postcentral_R,0.20023995926793742,0.22133536682445176,0.32662652676202814,0.25179816721653453,gt
58,Parietal_Sup_L,0.19106613008343443,0.21864885441502746,0.3299148256073193,0.2603702128541713,gt
59,Parietal_Sup_R,0.18163846995757552,0.21902906788246973,0.33703550392267656,0.2622969827177573,gt
60,Parietal_Inf_L,0.20411493978938278,0.19527494177526358,0.3471109940081227,0.2534991479953941,gt
61,Parietal_Inf_R,0.19497057293750802,0.19517764844456498,0.3468426426454466,0.26300915786806417,gt
62,SupraMarginal_L,0.1951614945214622,0.2273048954654713,0.3271252078061201,0.2504084180204236,gt
63,SupraMarginal_R,0.1879190674849919,0.22000622034681086,0.33856803026734567,0.25350670638133066,gt
64,Angular_L,0.20508120361031318,0.20838953630656612,0.2937844340898553,0.2927448518422185,gt
65,Angular_R,0.20063372321274817,0.19952979835928703,0.3036951328418693,0.29614136808989,gt
66,Precuneus_L,0.1986770339462222,0.22104922849304823,0.29769498322691235,0.2825787768376117,gt
67,Precuneus_R,0.19431851591382707,0.21718121441651364,0.30501092362160587,0.2834893688559532,gt
68,Paracentral_Lobule_L,0.22128718300741546,0.2254962279480331,0.3023654949300143,0.25085111813885824,gt
69,Paracentral_Lobule_R,0.21925706294726352,0.22559418514066812,0.3057025452049411,0.24944622814655304,gt
70,Caudate_L,0.21740498378568765,0.20175794952986192,0.2963566190125991,0.2844804736728571,gt
71,Caudate_R,0.2143502513668975,0.20019090069191797,0.3085882916134231,0.27687057852745056,gt
72,Putamen_L,0.19039718137711895,0.22402840411784697,0.32451460343234395,0.2610598340326426,gt
73,Putamen_R,0.18660437254881374,0.2303596093338363,0.3292813474426464,0.2537546925702874,gt
74,Pallidum_L,0.18820128726715946,0.21896472390817137,0.31714979057409326,0.27568421664894843,gt
75,Pallidum_R,0.17832936726662577,0.2228980379141107,0.3335587789817732,0.2652138439672334,gt
76,Thalamus_L,0.19094851278528877,0.23507478894019612,0.28852641886594343,0.28545030616984074,gt
77,Thalamus_R,0.18152529381367624,0.2433257648835377,0.29625865938712137,0.27889030335509046,gt
78,Heschl_L,0.18895603108162784,0.24651558469144666,0.3268545245637699,0.2376738838395294,gt
79,Heschl_R,0.19294988987397174,0.24391277408113285,0.32563637866049394,0.2375009776074059,gt
80,Temporal_Sup_L,0.1939142954592802,0.24606225974097543,0.3268810322090071,0.23314243357400505,gt
81,Temporal_Sup_R,0.1911392301625135,0.24167420015651353,0.33533395978869224,0.23185262935502188,gt
82,Temporal_Pole_Sup_L,0.18893745906498968,0.2257843152904997,0.32218990946302606,0.26308833503601503,gt
83,Temporal_Pole_Sup_R,0.18172262076820647,0.2318139705730944,0.3284830666926442,0.25798036979169264,gt
84,Temporal_Mid_L,0.18834709512944126,0.24721489922732723,0.3119283628707029,0.252509669381745,gt
85,Temporal_Mid_R,0.18299833457080686,0.23303738206016775,0.31651531342340977,0.2674489888001461,gt
86,Temporal_Pole_Mid_L,0.1789953028973268,0.2321962594073646,0.3211281232687892,0.2676803404275252,gt
87,Temporal_Pole_Mid_R,0.17094527610710689,0.22676148569705534,0.3260086449433346,0.27628461606040294,gt
88,Temporal_Inf_L,0.18449974455395524,0.23641322781236804,0.32970266895634787,0.24938437874828065,gt
89,Temporal_Inf_R,0.17786583790973742,0.22225967946709418,0.3386023634550523,0.2612721389349626,gt
90,Cerebelum_Crus1_L,0.18809388243422218,0.2200750941220595,0.3252102541072028,0.2666207944252053,gt
91,Cerebelum_Crus1_R,0.1888290689307816,0.22169597051581558,0.32165050719465527,0.2678244802720693,gt
92,Cerebelum_Crus2_L,0.20224754299436296,0.20649618244900994,0.3156739062800699,0.2755823932131942,gt
93,Cerebelum_Crus2_R,0.19929503451804725,0.21379379456748768,0.3144061893832927,0.2725050055554935,gt
94,Cerebelum_3_L,0.1861989925406417,0.24049282743006337,0.30640633221791713,0.26690187381238356,gt
95,Cerebelum_3_R,0.18092407027677615,0.2318992894522998,0.30892448400964545,0.2782521793732838,gt
96,Cerebelum_4_5_L,0.16302362920678393,0.25135116157483084,0.30096491471845277,0.28466031441883166,gt
97,Cerebelum_4_5_R,0.1656962643776621,0.24567712250412727,0.3152787165374172,0.2733479203010092,gt
98,Cerebelum_6_L,0.1742410808801651,0.2415504303513741,0.31651159756037656,0.2676969094544041,gt
99,Cerebelum_6_R,0.17677658674668292,0.23649221004880205,0.3219019317505311,0.26482929106877773,gt
100,Cerebelum_7b_L,0.19402680135503106,0.21171449307276277,0.3246669395237553,0.26959178824814,gt
101,Cerebelum_7b_R,0.197237601541743,0.21345291986149184,0.3215997991513233,0.2677097049902897,gt
102,Cerebelum_8_L,0.18609867685911607,0.22875130708728517,0.3239333812071353,0.26121665963104795,gt
103,Cerebelum_8_R,0.19098101313016852,0.22793392624173844,0.3222459141088992,0.2588391699353043,gt
104,Cerebelum_9_L,0.20654884558551165,0.2129047227149107,0.3083856929929889,0.27216076288296254,gt
105,Cerebelum_9_R,0.20066869274085883,0.22693433840664065,0.30861377898527653,0.26378320948201783,gt
106,Cerebelum_10_L,0.1992429555678854,0.2210630791223779,0.3160763899890744,0.2636176032983527,gt
107,Cerebelum_10_R,0.18817491859805827,0.23367300219073586,0.3219288700089163,0.2562232352032953,gt
108,Vermis_1_2,0.19978008890638546,0.2275330996026798,0.30789869050590357,0.2647881421203516,gt
